Temperature,Humidity,Wind Speed,Precipitation (%),Weather Type,Atmospheric Pressure,UV Index,Season,Visibility (km),Cloud Cover
23,43,5,7,Sunny,1021.71,6,Autumn,9,clear
30,59,5.5,49,Cloudy,1001.22,1,Spring,7.5,partly cloudy
-2,74,7,83,Snowy,999.2,0,Winter,4,overcast
15,88,11,60,Rainy,999.44,1,Autumn,3,partly cloudy
28,71,10.5,79,Rainy,998.57,1,Autumn,2,overcast
0,60,5,56,Snowy,995.59,1,Winter,1.5,partly cloudy
33,67,4.5,46,Cloudy,1013.32,4,Spring,9,overcast
0,88,4.5,59,Snowy,983.67,0,Winter,4,overcast
32,68,6,1,Sunny,1016.28,10,Spring,9.5,clear
28,66,12.5,45,Cloudy,1000.76,2,Winter,9,partly cloudy
24,66,9.5,47,Cloudy,1004.79,4,Winter,5.5,partly cloudy
35,48,2.5,16,Sunny,1015.9,5,Autumn,7,partly cloudy
10,44,7.5,28,Sunny,933.43,13,Spring,3.5,partly cloudy
-8,63,19.5,52,Snowy,983.82,0,Winter,2,overcast
21,59,2.5,0,Sunny,1017.02,9,Autumn,6,clear
11,70,7,12,Cloudy,1005.16,3,Autumn,7.5,partly cloudy
39,94,15.5,94,Rainy,1010.92,5,Autumn,1.5,overcast
-5,87,3.5,52,Snowy,985.21,0,Winter,1,overcast
20,78,12.5,89,Sunny,1016.65,13,Autumn,8.5,clear
17,74,10.5,103,Rainy,1018.89,12,Autumn,6,overcast
27,77,0,30,Cloudy,1008.97,4,Summer,8.5,overcast
39,60,9.5,13,Sunny,1013.69,8,Spring,8,clear
1,102,35,90,Snowy,988.38,5,Winter,4,overcast
13,83,7,90,Rainy,999.27,2,Winter,1.5,overcast
59,106,8.5,109,Sunny,1023.39,13,Winter,9,clear
-1,93,13.5,62,Snowy,988.34,0,Winter,3.5,overcast
32,66,1.5,33,Cloudy,1010.87,1,Spring,8.5,partly cloudy
0,78,19.5,85,Snowy,998.09,0,Winter,2,overcast
-4,61,8,73,Snowy,990.23,0,Winter,3.5,overcast
-2,94,14,60,Snowy,991.2,1,Winter,3,partly cloudy
42,26,6.5,6,Sunny,1011.69,7,Summer,7.5,clear
11,86,16,64,Rainy,990.95,2,Summer,2.5,overcast
25,24,7.5,18,Sunny,1027.27,5,Winter,8.5,clear
26,95,12.5,66,Rainy,1009.96,1,Summer,2.5,overcast
14,96,16,59,Rainy,1016.65,2,Spring,4,overcast
-6,69,4,74,Snowy,982.49,1,Winter,4,partly cloudy
18,78,3,15,Cloudy,1011.45,2,Summer,8.5,partly cloudy
28,66,4,5,Sunny,1018.89,7,Summer,9,clear
27,63,2.5,16,Sunny,1029.77,11,Autumn,9.5,partly cloudy
15,75,6,30,Cloudy,1010.66,2,Summer,6.5,partly cloudy
-5,36,9,72,Snowy,1089.04,3,Winter,2,partly cloudy
-2,68,9,97,Snowy,988.46,0,Winter,4,overcast
31,59,14.5,20,Cloudy,1001.96,1,Spring,7.5,overcast
29,55,7,20,Cloudy,1019.91,4,Spring,5.5,overcast
18,69,13.5,43,Cloudy,1003.49,4,Summer,7.5,overcast
17,54,1.5,20,Cloudy,1015.92,4,Winter,8.5,overcast
32,59,7.5,43,Cloudy,1010.05,1,Autumn,7,overcast
32,78,6.5,31,Sunny,968.75,1,Spring,5,overcast
40,96,1,88,Sunny,1021.63,0,Summer,7.5,clear
27,77,16,95,Sunny,1023.17,0,Summer,10.5,partly cloudy
20,65,10,42,Snowy,1080.21,10,Autumn,17,cloudy
-8,89,7,75,Snowy,987.39,1,Winter,4,partly cloudy
44,40,6,15,Sunny,1026.5,11,Autumn,6.5,clear
17,63,9,10,Cloudy,1011.5,3,Winter,6.5,overcast
23,109,0,91,Sunny,1029.8,4,Spring,7,clear
17,65,15,60,Rainy,1001.27,3,Autumn,4,partly cloudy
41,38,1.5,8,Sunny,1028.58,8,Winter,9.5,clear
13,65,6.5,86,Snowy,899.08,6,Autumn,19,cloudy
24,54,14.5,10,Cloudy,1017.7,1,Summer,5.5,overcast
25,51,4,3,Sunny,1017.49,9,Summer,7.5,clear
22,47,2.5,1,Sunny,1025.67,7,Autumn,8.5,clear
31,106,30,76,Cloudy,1001.99,0,Summer,8,overcast
2,80,16,77,Snowy,996.19,4,Winter,1.5,overcast
33,42,4,8,Sunny,1021.96,5,Spring,9,partly cloudy
23,23,3.5,8,Sunny,1027.69,5,Spring,6.5,clear
32,61,6,97,Rainy,1000.84,0,Spring,3,overcast
35,29,9,20,Cloudy,1092.51,7,Autumn,16,cloudy
13,50,6,13,Cloudy,1001.38,1,Summer,7.5,partly cloudy
12,54,10.5,47,Cloudy,1007.02,3,Spring,7,partly cloudy
26,33,7.5,6,Sunny,1025.21,8,Spring,7.5,clear
23,63,3,18,Sunny,1024.52,5,Winter,8,clear
23,104,3.5,76,Sunny,1028.36,8,Summer,4,partly cloudy
-3,91,19.5,51,Snowy,985.77,0,Winter,2.5,overcast
12,56,11.5,26,Cloudy,1003.73,3,Winter,5.5,partly cloudy
-6,95,3.5,82,Snowy,990.75,11,Winter,1,overcast
5,104,12.5,79,Snowy,996.81,0,Winter,5,overcast
4,62,7,68,Snowy,991.16,0,Winter,4,overcast
-2,71,6,91,Snowy,989.38,0,Winter,3,overcast
22,78,16.5,74,Rainy,990.53,3,Summer,4,overcast
29,83,17.5,81,Rainy,1000.77,2,Winter,4.5,overcast
28,67,2.5,28,Cloudy,1045.99,8,Summer,3,partly cloudy
3,74,15.5,92,Snowy,981.7,1,Winter,1.5,overcast
29,82,18,78,Rainy,991.54,3,Spring,4,overcast
-10,75,8.5,94,Snowy,990.03,0,Winter,4,overcast
18,75,11,20,Cloudy,1003.14,4,Autumn,7.5,partly cloudy
39,39,3.5,16,Sunny,1014.76,8,Summer,8,partly cloudy
26,60,1.5,14,Sunny,1028.72,5,Autumn,8.5,clear
0,83,18.5,78,Snowy,992.31,1,Winter,4,overcast
29,91,19.5,86,Rainy,1010.19,0,Winter,4.5,overcast
-7,70,15,30,Snowy,1105.56,9,Winter,2.5,partly cloudy
2,32,5,49,Sunny,904.2,0,Spring,3,partly cloudy
20,48,9,8,Sunny,1012.09,10,Summer,6.5,clear
43,60,3.5,2,Sunny,1011.03,8,Spring,7.5,clear
33,69,5,81,Snowy,994.68,12,Autumn,16.5,partly cloudy
26,83,10.5,72,Cloudy,1004.7,1,Summer,8,overcast
34,53,6.5,41,Cloudy,1013.81,1,Winter,8,partly cloudy
31,71,11.5,51,Rainy,999.2,2,Winter,4,overcast
16,103,17.5,95,Cloudy,1004.72,12,Autumn,1.5,overcast
-8,96,16,91,Snowy,998.14,1,Winter,3.5,overcast
12,56,0.5,48,Cloudy,1008.67,3,Autumn,7,partly cloudy
31,95,5.5,79,Rainy,994.38,3,Autumn,4.5,overcast
15,95,5.5,54,Rainy,996.04,1,Winter,1.5,overcast
20,79,9.5,40,Cloudy,1004.02,1,Spring,5,partly cloudy
38,40,5,11,Sunny,1010.5,9,Autumn,9.5,clear
25,27,4,15,Sunny,1017.86,5,Autumn,7.5,clear
34,45,7,8,Sunny,1019.45,9,Winter,7,clear
19,65,5.5,34,Sunny,1142.94,5,Winter,1,partly cloudy
27,72,15.5,57,Rainy,991.14,1,Summer,4,overcast
37,57,3.5,16,Sunny,1010.9,5,Autumn,9.5,clear
34,79,13.5,89,Rainy,990.29,0,Summer,2.5,overcast
-16,98,4.5,73,Snowy,994.1,0,Winter,0,overcast
31,29,7,16,Sunny,1023.21,5,Spring,7,partly cloudy
21,108,18,96,Rainy,992.8,9,Autumn,1.5,overcast
3,88,19,74,Snowy,986.86,1,Winter,3.5,overcast
20,21,9,9,Sunny,1013.66,9,Autumn,7.5,partly cloudy
31,52,7,19,Sunny,1024.37,7,Summer,8,clear
39,34,3.5,5,Sunny,1016.3,7,Spring,7.5,clear
80,76,3,93,Sunny,1014.26,13,Winter,3,clear
16,50,9,32,Cloudy,1000.8,1,Autumn,7.5,partly cloudy
19,70,26.5,100,Rainy,1012.31,9,Summer,2,overcast
-9,94,0,56,Snowy,987.75,1,Winter,3.5,overcast
19,91,6.5,68,Rainy,1016.8,2,Summer,2,overcast
-2,83,3.5,52,Snowy,999.04,1,Winter,3.5,overcast
15,79,0,39,Cloudy,1015.32,4,Summer,6,partly cloudy
-19,51,10,26,Cloudy,1098.88,6,Spring,18.5,overcast
26,50,3,20,Cloudy,1008.81,1,Summer,5.5,partly cloudy
18,98,21,92,Cloudy,1010.14,8,Spring,11,partly cloudy
44,65,6.5,3,Sunny,1021.53,8,Autumn,7,clear
42,52,3,12,Sunny,1025.53,9,Summer,5.5,partly cloudy
15,51,14,44,Cloudy,1006.17,2,Summer,7.5,partly cloudy
52,101,7,96,Sunny,1021.67,1,Summer,6.5,clear
0,89,19.5,54,Snowy,994.67,0,Winter,3.5,overcast
-9,88,5,63,Snowy,981.68,0,Winter,3,overcast
41,46,0.5,11,Sunny,1023.72,10,Autumn,7,clear
11,68,7,81,Rainy,1004.46,3,Summer,1.5,partly cloudy
2,41,14.5,94,Snowy,1147.75,11,Winter,1,partly cloudy
26,68,6.5,32,Cloudy,1015.95,2,Spring,6,overcast
19,87,1,70,Sunny,1012.87,3,Winter,11.5,partly cloudy
15,99,13.5,80,Cloudy,1002.93,14,Spring,9,overcast
33,60,7,37,Cloudy,1009.8,2,Summer,6,partly cloudy
26,71,4,39,Cloudy,1011.13,4,Spring,6,partly cloudy
31,94,5,53,Rainy,1000.48,3,Winter,4,partly cloudy
34,89,5.5,85,Rainy,994.36,0,Spring,1.5,partly cloudy
-10,76,17,51,Snowy,988.06,1,Winter,2,overcast
45,95,3,107,Cloudy,1013.55,1,Spring,8,overcast
29,81,5,95,Rainy,990.38,2,Winter,4.5,overcast
24,94,5.5,58,Rainy,999.28,2,Winter,1.5,overcast
14,95,15,52,Rainy,1001.31,3,Spring,2.5,overcast
28,66,1.5,8,Sunny,1028.57,6,Winter,8,clear
16,79,12.5,65,Rainy,994.52,1,Spring,1,partly cloudy
17,66,9.5,28,Cloudy,1006.33,4,Summer,6.5,partly cloudy
22,76,2.5,35,Cloudy,1006.76,4,Summer,7,overcast
38,49,11.5,56,Sunny,1187.38,13,Autumn,13,partly cloudy
31,69,5.5,73,Rainy,1010.26,3,Winter,4,partly cloudy
-13,102,18,93,Snowy,984.22,9,Winter,5.5,overcast
23,94,18,50,Rainy,1003.54,1,Summer,2,partly cloudy
19,76,9.5,14,Cloudy,1012.3,2,Spring,6.5,overcast
39,84,32.5,71,Rainy,1019.59,3,Winter,4,partly cloudy
4,74,8.5,77,Snowy,987.85,1,Winter,3.5,overcast
2,80,12.5,93,Snowy,987.85,1,Winter,1.5,overcast
-9,77,3,97,Snowy,990.49,0,Winter,3,overcast
23,63,2,16,Cloudy,1015.73,4,Spring,8.5,partly cloudy
13,60,5.5,31,Cloudy,1019.03,2,Spring,5.5,overcast
19,59,1,25,Cloudy,1011.4,3,Autumn,5,overcast
17,89,17.5,89,Rainy,1001.82,1,Spring,4.5,overcast
41,20,1.5,13,Sunny,1028.27,5,Winter,9,clear
6,76,2.5,64,Snowy,1000.66,6,Spring,0,partly cloudy
33,36,4.5,2,Sunny,1026.57,7,Winter,8.5,clear
11,57,5,19,Cloudy,1019.91,1,Summer,7.5,partly cloudy
4,81,9,72,Snowy,995.05,0,Winter,2.5,partly cloudy
30,73,13.5,67,Rainy,1000.4,0,Summer,3,partly cloudy
27,64,2,42,Cloudy,1005.59,4,Summer,8,partly cloudy
32,91,5.5,67,Rainy,1004.63,3,Summer,2,overcast
-2,60,11,61,Snowy,986.79,0,Winter,3.5,overcast
-18,70,11,12,Cloudy,1182.77,14,Summer,10.5,partly cloudy
3,72,10,78,Snowy,987.7,1,Winter,4.5,overcast
-8,92,5.5,54,Snowy,999.41,1,Winter,3,overcast
4,75,10.5,69,Rainy,926.46,12,Spring,1.5,cloudy
34,71,4,42,Cloudy,1001.55,4,Summer,7,partly cloudy
38,44,5.5,7,Sunny,1015.53,5,Summer,9.5,partly cloudy
22,57,5,2,Sunny,1026.21,5,Autumn,8,clear
20,20,8,7,Sunny,1027.65,6,Spring,9.5,clear
-8,60,6,77,Snowy,983.66,0,Winter,2.5,overcast
47,72,11.5,108,Sunny,1019.44,12,Autumn,9.5,clear
-9,70,5,67,Snowy,980.37,0,Winter,4.5,partly cloudy
39,42,3,19,Sunny,1011.63,7,Winter,6,partly cloudy
21,86,9.5,58,Rainy,997.76,1,Spring,3,partly cloudy
-3,99,5,87,Snowy,987.24,1,Winter,3,partly cloudy
29,46,6,9,Sunny,1014.94,5,Spring,6.5,clear
30,60,6.5,75,Rainy,998.88,1,Autumn,4,overcast
39,29,0.5,16,Sunny,1017.52,5,Spring,6,clear
30,64,7,51,Rainy,1014.89,3,Summer,3.5,overcast
-1,82,3,64,Snowy,991.36,1,Winter,3.5,overcast
26,82,18.5,90,Rainy,994.41,2,Spring,3,overcast
11,74,6,86,Rainy,1009.58,3,Spring,2.5,overcast
26,23,3,13,Sunny,1014.87,5,Summer,7.5,clear
12,75,19.5,66,Rainy,1019.53,1,Autumn,4.5,partly cloudy
-12,24,3,50,Sunny,1016.12,3,Summer,6.5,partly cloudy
32,60,9,52,Rainy,992.85,3,Winter,4.5,overcast
24,80,32,84,Rainy,1013.59,1,Autumn,3,overcast
24,78,7,27,Cloudy,1004.99,4,Summer,6.5,partly cloudy
36,33,8.5,2,Sunny,1025.96,6,Summer,9,partly cloudy
-7,81,6,85,Snowy,985.67,0,Winter,2,overcast
21,58,7.5,16,Cloudy,1019.37,2,Autumn,7.5,overcast
16,76,9,65,Rainy,1006.24,3,Spring,2.5,overcast
-19,26,7.5,20,Cloudy,879.11,10,Spring,13.5,cloudy
18,71,9,91,Rainy,995.69,1,Spring,1,overcast
-8,63,0.5,73,Snowy,994.16,1,Winter,3,overcast
1,63,11.5,82,Snowy,997.03,0,Winter,1.5,overcast
19,91,10,62,Rainy,1004.94,2,Winter,2,overcast
35,40,7,5,Sunny,1013.66,9,Summer,9.5,partly cloudy
-4,74,17,56,Snowy,980.29,1,Winter,2.5,overcast
20,98,18,78,Rainy,1007.06,0,Autumn,2,partly cloudy
34,24,10,1,Sunny,1019.98,10,Summer,7,clear
40,26,9,19,Sunny,1023.2,6,Summer,9,clear
33,80,14,77,Rainy,1016.88,1,Autumn,4.5,overcast
-2,96,6,66,Snowy,984.93,0,Winter,1.5,overcast
0,84,17,96,Snowy,989.75,0,Winter,1,overcast
-2,106,24,73,Snowy,981.5,13,Winter,1.5,partly cloudy
34,67,18,88,Rainy,1018.97,1,Summer,3.5,overcast
13,73,3,33,Cloudy,1013.57,2,Spring,5.5,partly cloudy
2,100,27,82,Snowy,984.28,12,Winter,3.5,overcast
2,95,10.5,50,Snowy,995.71,0,Winter,5,partly cloudy
0,76,14.5,95,Snowy,996.54,1,Winter,2,overcast
-9,70,6.5,93,Snowy,988.14,1,Winter,2.5,overcast
29,70,7.5,91,Rainy,1019.22,2,Spring,3,overcast
14,65,17.5,74,Rainy,1004.29,2,Winter,2,overcast
22,69,11.5,26,Cloudy,1000.43,4,Summer,6.5,overcast
21,90,15,83,Rainy,995.43,1,Summer,1.5,overcast
24,51,8,26,Cloudy,1018.31,2,Spring,6.5,partly cloudy
15,91,6.5,92,Rainy,993.62,0,Spring,2.5,overcast
37,64,4,54,Sunny,941.95,6,Autumn,8.5,cloudy
30,58,1.5,41,Cloudy,1000.16,3,Summer,6.5,partly cloudy
20,63,20,55,Rainy,1017.9,3,Summer,1,overcast
29,103,22.5,97,Rainy,1012.64,8,Summer,1.5,partly cloudy
27,21,1.5,9,Sunny,1028.6,7,Autumn,6,clear
36,78,12.5,86,Cloudy,1017.41,7,Winter,2.5,partly cloudy
42,95,16.5,105,Sunny,1017.9,6,Spring,4,clear
-8,68,11,76,Snowy,989.03,0,Winter,3.5,overcast
33,26,6.5,5,Sunny,1029.26,7,Summer,9.5,clear
3,64,15,54,Snowy,990.39,0,Winter,1.5,overcast
10,77,11.5,79,Rainy,1002.35,3,Autumn,2.5,partly cloudy
-10,65,7.5,78,Snowy,999.97,0,Winter,4.5,overcast
3,96,3,68,Snowy,984.04,1,Winter,4,overcast
-6,60,12,79,Snowy,997.36,1,Winter,2,partly cloudy
12,24,10,12,Snowy,1025.6,14,Winter,5,cloudy
-10,97,4,93,Snowy,987.18,1,Winter,3.5,partly cloudy
34,77,4,46,Cloudy,1015.98,1,Winter,5,overcast
11,87,15.5,66,Rainy,990.51,1,Winter,3,partly cloudy
-5,80,3,99,Snowy,989.91,0,Winter,1.5,overcast
28,65,6.5,44,Cloudy,1016.96,3,Autumn,5,partly cloudy
18,63,1,15,Cloudy,1001.89,1,Winter,9,partly cloudy
21,35,1,19,Sunny,1029.78,5,Winter,7,partly cloudy
14,90,18,73,Rainy,991.27,3,Winter,2,overcast
33,63,4,15,Sunny,1022.72,7,Autumn,6.5,clear
11,93,10,63,Rainy,1007.74,3,Autumn,5,partly cloudy
28,33,7,33,Sunny,824.16,0,Summer,5,cloudy
20,67,0,48,Cloudy,1010.23,4,Winter,7,partly cloudy
-6,70,9.5,62,Snowy,986.98,1,Winter,2.5,overcast
11,87,19.5,84,Rainy,1000.8,2,Spring,3.5,overcast
33,65,7.5,45,Cloudy,1019.07,1,Summer,9,partly cloudy
22,62,14,91,Rainy,1019.57,3,Spring,4,overcast
27,50,4.5,15,Sunny,1012.86,10,Spring,8.5,clear
-7,98,1,98,Snowy,987.4,0,Winter,2.5,overcast
12,69,4.5,29,Cloudy,1012.37,4,Autumn,8.5,overcast
-11,69,13,31,Sunny,1081.28,0,Spring,5,partly cloudy
35,49,3.5,13,Sunny,1016.25,5,Spring,8,partly cloudy
-10,68,3,70,Snowy,987.09,0,Winter,3.5,overcast
-13,48,7.5,34,Snowy,1196.03,6,Summer,15.5,overcast
33,85,27.5,84,Rainy,991.68,0,Winter,6,partly cloudy
25,92,31,90,Rainy,1017.26,6,Autumn,0.5,overcast
25,51,3.5,6,Sunny,1021.18,10,Winter,7.5,clear
44,64,9,15,Sunny,1025.71,5,Summer,8.5,partly cloudy
31,63,17,53,Rainy,1016.02,1,Spring,2,overcast
26,84,17,96,Sunny,1015.9,5,Spring,13.5,clear
20,67,4,27,Cloudy,1010.5,2,Spring,8,overcast
28,53,8,16,Sunny,1016.17,6,Summer,9,clear
4,85,13,95,Snowy,988.3,0,Winter,1.5,overcast
28,104,21,109,Rainy,1008.63,0,Spring,3,partly cloudy
21,61,2,33,Cloudy,1014.64,4,Autumn,7,partly cloudy
3,89,7,82,Snowy,998.9,1,Winter,3,overcast
-3,96,3,91,Snowy,994.14,8,Winter,2.5,partly cloudy
28,63,5,2,Sunny,1010.5,10,Winter,7.5,clear
39,69,4.5,11,Sunny,1012.36,8,Winter,7.5,clear
-13,52,5.5,75,Sunny,1066.35,14,Spring,7.5,cloudy
26,54,13,46,Cloudy,1011.35,1,Autumn,6,partly cloudy
29,51,11.5,14,Cloudy,1016.46,3,Winter,5,partly cloudy
38,22,5,7,Sunny,1016.55,8,Autumn,9,clear
26,99,18,67,Rainy,1015.24,2,Summer,3,overcast
48,40,7,91,Snowy,1184.13,3,Autumn,5,partly cloudy
21,57,2.5,45,Cloudy,1007.93,1,Autumn,5.5,partly cloudy
74,101,18,76,Sunny,1010.82,6,Spring,4,partly cloudy
40,21,5.5,7,Sunny,1010.93,7,Autumn,9,clear
35,42,6,11,Sunny,1024.48,5,Summer,7.5,clear
3,97,3,66,Snowy,991.12,1,Winter,3.5,overcast
23,83,9.5,90,Rainy,1010.97,3,Winter,3.5,overcast
19,74,6.5,37,Cloudy,1018.34,2,Winter,7,overcast
32,71,14,24,Cloudy,1000.28,4,Summer,6,partly cloudy
4,57,7,62,Cloudy,1045.58,9,Winter,13.5,partly cloudy
-8,82,13,90,Snowy,985.99,1,Winter,1,overcast
16,82,27.5,81,Rainy,995.65,3,Autumn,2,overcast
13,52,11.5,44,Cloudy,1003.47,3,Summer,8.5,partly cloudy
18,73,11.5,12,Cloudy,1006.46,1,Spring,7.5,overcast
43,30,5.5,7,Sunny,1028.14,5,Summer,5.5,clear
14,73,13,40,Cloudy,1016.96,1,Autumn,8,overcast
10,53,6,43,Cloudy,1005.75,4,Summer,5.5,partly cloudy
28,72,8,71,Rainy,1003.7,1,Summer,2.5,overcast
-7,72,6.5,94,Snowy,999.86,0,Winter,3.5,overcast
3,89,17,80,Snowy,980.91,1,Winter,4.5,partly cloudy
10,63,15.5,98,Rainy,1007.79,2,Spring,1.5,overcast
23,75,13,48,Cloudy,1018.2,2,Winter,8.5,partly cloudy
30,65,10,67,Rainy,1001.1,2,Spring,3.5,overcast
76,91,13.5,82,Cloudy,1015.18,1,Autumn,7,partly cloudy
-8,70,2.5,84,Snowy,985.21,1,Winter,2.5,overcast
9,82,16.5,107,Cloudy,1011.48,4,Summer,0.5,overcast
5,83,30.5,96,Snowy,991.86,13,Winter,1.5,partly cloudy
14,81,18.5,79,Rainy,1005.82,1,Spring,1.5,partly cloudy
10,76,15,53,Rainy,1001.63,0,Spring,4.5,overcast
15,63,10,83,Rainy,1016.68,0,Summer,2.5,overcast
33,96,24.5,97,Cloudy,1010.21,5,Winter,2,partly cloudy
25,68,0,37,Cloudy,1008.06,2,Winter,7.5,overcast
24,63,14.5,47,Cloudy,1016.18,1,Spring,5.5,partly cloudy
-5,76,11,86,Snowy,984.05,1,Winter,2.5,overcast
16,67,6.5,30,Cloudy,1011.71,4,Summer,6,partly cloudy
26,97,20.5,81,Rainy,1005.35,12,Spring,5.5,overcast
22,62,9,26,Cloudy,1019.79,1,Autumn,9,partly cloudy
-10,87,1.5,76,Snowy,982.49,1,Winter,1.5,partly cloudy
22,56,0.5,29,Cloudy,1019.41,1,Spring,7,partly cloudy
28,46,8,11,Sunny,1010.17,6,Winter,5.5,clear
0,71,1.5,67,Snowy,995.64,1,Winter,3.5,overcast
12,82,18,78,Rainy,1018.01,1,Winter,4.5,overcast
32,93,15,51,Rainy,1010.4,0,Autumn,3,overcast
-10,96,13,97,Snowy,998.31,1,Winter,1,overcast
30,51,3,48,Cloudy,1012.49,3,Autumn,6.5,partly cloudy
-6,67,12,89,Snowy,998.75,0,Winter,3,overcast
31,69,16,50,Rainy,1016.26,2,Winter,4.5,partly cloudy
36,61,2.5,14,Sunny,1019.32,5,Winter,6,clear
-9,96,0,65,Snowy,999.81,0,Winter,3.5,overcast
23,57,12.5,21,Cloudy,1008.93,2,Autumn,8,overcast
33,53,6,44,Cloudy,1011.26,2,Spring,5.5,partly cloudy
55,96,3,84,Cloudy,1007.32,12,Spring,8.5,partly cloudy
44,24,2.5,97,Cloudy,805.4,0,Summer,8,partly cloudy
30,53,2,22,Cloudy,1004.61,2,Spring,8,overcast
29,71,7.5,22,Cloudy,1002.82,1,Autumn,8,partly cloudy
-3,96,5,53,Snowy,982.79,1,Winter,3,partly cloudy
19,67,12.5,98,Rainy,994.55,1,Autumn,3,partly cloudy
23,70,9.5,38,Cloudy,1019.56,1,Summer,7,partly cloudy
22,66,7,23,Cloudy,1005.65,2,Winter,8.5,overcast
24,51,6,60,Snowy,820.41,1,Autumn,3.5,overcast
55,103,22.5,95,Cloudy,1007.41,5,Winter,8,partly cloudy
37,40,2,13,Sunny,1018.46,5,Spring,10,partly cloudy
34,68,10.5,62,Rainy,1012.09,2,Summer,2,overcast
23,67,9,21,Cloudy,1002.66,1,Spring,6.5,overcast
0,94,9.5,76,Snowy,997.53,0,Winter,4,overcast
-10,61,7.5,50,Snowy,980.37,0,Winter,4,overcast
-1,83,19,85,Snowy,982.46,7,Winter,4,partly cloudy
21,101,11.5,77,Rainy,1003.65,10,Summer,1,overcast
12,98,19.5,61,Rainy,1004.98,1,Winter,3.5,partly cloudy
30,60,12,14,Cloudy,1009.05,1,Autumn,6,overcast
18,39,12,39,Snowy,988.64,6,Spring,9,overcast
24,83,20,101,Rainy,995.39,3,Winter,0.5,overcast
12,93,9.5,86,Rainy,996.35,0,Spring,1.5,overcast
27,75,21,70,Cloudy,1000.86,6,Spring,4.5,partly cloudy
20,83,11,70,Rainy,1003.02,1,Spring,4.5,overcast
-4,86,14.5,84,Snowy,993.7,1,Winter,2,overcast
-20,42,10,42,Rainy,1177.21,7,Autumn,1,cloudy
38,48,3.5,5,Sunny,1012.26,5,Autumn,9.5,clear
27,107,30.5,70,Rainy,1003.72,11,Summer,2,overcast
25,64,11.5,58,Rainy,1015.31,2,Spring,3.5,overcast
25,67,7.5,62,Rainy,1008.04,3,Autumn,2,overcast
20,61,1,4,Sunny,1019.47,6,Summer,9,clear
10,70,12,30,Cloudy,1013.4,3,Winter,6,overcast
22,75,10,31,Cloudy,1000.79,4,Winter,7,overcast
4,81,9.5,80,Snowy,984.34,1,Winter,1.5,partly cloudy
11,50,1.5,14,Cloudy,1015.95,3,Winter,6.5,overcast
14,65,16.5,96,Rainy,1007.99,0,Autumn,1,partly cloudy
33,97,18.5,82,Rainy,1008.39,0,Winter,4,overcast
-9,85,15,88,Snowy,983.37,1,Winter,4.5,overcast
18,75,15.5,67,Rainy,1015.03,0,Spring,2,overcast
2,91,10.5,93,Snowy,996.91,1,Winter,4.5,overcast
19,66,5,64,Rainy,1012.05,0,Autumn,1,partly cloudy
25,54,7,47,Cloudy,1011.13,3,Spring,7,partly cloudy
31,36,1,95,Cloudy,945.27,12,Winter,2.5,overcast
59,95,10.5,74,Rainy,1016.59,6,Summer,3.5,overcast
34,68,13,62,Rainy,997.87,1,Summer,2.5,overcast
41,69,10,27,Rainy,921.64,3,Autumn,1.5,cloudy
-6,49,13.5,49,Snowy,1161.34,11,Summer,13,partly cloudy
4,63,9.5,59,Snowy,994.63,0,Winter,2.5,overcast
0,82,17.5,92,Snowy,986.86,0,Winter,5,overcast
35,38,1,86,Sunny,870.6,11,Summer,5.5,overcast
37,25,9.5,6,Sunny,1028.14,6,Spring,9,partly cloudy
18,70,9,92,Rainy,1009.71,3,Spring,2,overcast
23,21,0,16,Sunny,1025.67,6,Autumn,9,clear
38,74,11.5,35,Rainy,940.77,12,Spring,11.5,cloudy
27,52,5.5,12,Sunny,1026.19,11,Summer,9.5,clear
31,60,7,81,Rainy,997.83,1,Winter,3.5,partly cloudy
20,55,6.5,42,Cloudy,1006.69,1,Spring,8.5,overcast
34,62,13.5,60,Rainy,1013.58,2,Spring,3.5,overcast
17,73,17.5,93,Rainy,1003.31,1,Winter,3,overcast
16,66,13.5,19,Cloudy,1009.24,2,Autumn,5,overcast
13,85,9.5,71,Rainy,1013.06,0,Summer,1.5,partly cloudy
29,75,11.5,14,Cloudy,1010.79,1,Winter,9,partly cloudy
-10,95,4,62,Snowy,984.07,0,Winter,1.5,overcast
30,90,13,63,Rainy,1019.57,1,Spring,3,partly cloudy
34,20,4.5,36,Rainy,966.37,6,Summer,16,cloudy
19,95,2,74,Cloudy,1003.75,4,Spring,2,partly cloudy
20,69,7,82,Rainy,1010.36,1,Autumn,2,overcast
25,93,11.5,96,Rainy,1003.56,3,Summer,2.5,partly cloudy
21,50,5,47,Cloudy,1010.87,3,Winter,9,partly cloudy
2,93,1.5,109,Snowy,980.1,2,Winter,5,overcast
28,35,1.5,73,Sunny,918.45,0,Summer,10.5,cloudy
31,68,13.5,82,Rainy,1019.94,3,Spring,2,overcast
18,67,15,73,Rainy,1005.72,0,Autumn,4.5,partly cloudy
-16,27,14.5,64,Cloudy,880.38,10,Autumn,3.5,overcast
16,80,9,85,Sunny,1016.83,6,Spring,8,partly cloudy
29,58,0,28,Cloudy,1007.84,3,Spring,6,overcast
-3,87,11.5,89,Snowy,989.61,1,Winter,4,partly cloudy
-6,60,6.5,54,Snowy,985.87,0,Winter,4,overcast
39,36,0.5,13,Sunny,1012.36,5,Spring,5.5,partly cloudy
